"specificationID","specificationSelector","classID","sectionID","sectionLabel","sectionURL","ruleNumber","ruleTitle","ruleName","ruleID","ruleUID","ruleURL","ruleTargets","ruleClassification","ruleStyle","ruleText","ruleStatus","ruleSelector"
"NDR-3.0","NDR-3_0","NDR","section_10.8.4","Section 10.8.4. Object-class term","https://reference.niem.gov/niem/specification/naming-and-design-rules/3.0/niem-ndr-3.0.html#section_10.8.4","10-56","Object-class term identifies concrete category","","rule_10-56","NDR-3.0-rule_10-56","https://reference.niem.gov/niem/specification/naming-and-design-rules/3.0/niem-ndr-3.0.html#rule_10-56","[""REF"",""EXT""]","Constraint","text","The object-class term of a NIEM component MUST consist of a term identifying a category of concrete concepts or entities.",,"NDR-3_0-rule_10-56"
"NDR-3.0","NDR-3_0","NDR","section_10.8.5","Section 10.8.5. Property term","https://reference.niem.gov/niem/specification/naming-and-design-rules/3.0/niem-ndr-3.0.html#section_10.8.5","10-57","Property term describes characteristic or subpart","","rule_10-57","NDR-3.0-rule_10-57","https://reference.niem.gov/niem/specification/naming-and-design-rules/3.0/niem-ndr-3.0.html#rule_10-57","[""REF"",""EXT""]","Constraint","text","A property term MUST describe or represent a characteristic or subpart of an entity or concept.",,"NDR-3_0-rule_10-57"
"NDR-3.0","NDR-3_0","NDR","section_10.8.6","Section 10.8.6. Qualifier terms","https://reference.niem.gov/niem/specification/naming-and-design-rules/3.0/niem-ndr-3.0.html#section_10.8.6","10-58","Name may have multiple qualifier terms","","rule_10-58","NDR-3.0-rule_10-58","https://reference.niem.gov/niem/specification/naming-and-design-rules/3.0/niem-ndr-3.0.html#rule_10-58","[""REF"",""EXT""]","Constraint","text","Multiple qualifier terms MAY be used within a component name as necessary to ensure clarity and uniqueness within its namespace and usage context.",,"NDR-3_0-rule_10-58"
"NDR-3.0","NDR-3_0","NDR","section_10.8.6","Section 10.8.6. Qualifier terms","https://reference.niem.gov/niem/specification/naming-and-design-rules/3.0/niem-ndr-3.0.html#section_10.8.6","10-59","Name has minimum necessary number of qualifier terms","","rule_10-59","NDR-3.0-rule_10-59","https://reference.niem.gov/niem/specification/naming-and-design-rules/3.0/niem-ndr-3.0.html#rule_10-59","[""REF"",""EXT""]","Constraint","text","The number of qualifier terms SHOULD be limited to the absolute minimum required to make the component name unique and understandable.",,"NDR-3_0-rule_10-59"
"NDR-3.0","NDR-3_0","NDR","section_10.8.6","Section 10.8.6. Qualifier terms","https://reference.niem.gov/niem/specification/naming-and-design-rules/3.0/niem-ndr-3.0.html#section_10.8.6","10-60","Order of qualifies is not significant","","rule_10-60","NDR-3.0-rule_10-60","https://reference.niem.gov/niem/specification/naming-and-design-rules/3.0/niem-ndr-3.0.html#rule_10-60","[""REF"",""EXT""]","Constraint","text","The order of qualifiers MUST NOT be used to differentiate names.",,"NDR-3_0-rule_10-60"
"NDR-3.0","NDR-3_0","NDR","section_10.8.7","Section 10.8.7. Representation terms","https://reference.niem.gov/niem/specification/naming-and-design-rules/3.0/niem-ndr-3.0.html#section_10.8.7","10-61","Redundant term in name is omitted","","rule_10-61","NDR-3.0-rule_10-61","https://reference.niem.gov/niem/specification/naming-and-design-rules/3.0/niem-ndr-3.0.html#rule_10-61","[""REF"",""EXT""]","Constraint","text","If any word in the representation term is redundant with any word in the property term, one occurrence SHOULD be deleted.",,"NDR-3_0-rule_10-61"
"NDR-3.0","NDR-3_0","NDR","section_10.8.7","Section 10.8.7. Representation terms","https://reference.niem.gov/niem/specification/naming-and-design-rules/3.0/niem-ndr-3.0.html#section_10.8.7","10-62","Element with simple content has representation term","rule-csc-has-rep-term","rule_10-62","NDR-3.0-rule_10-62","https://reference.niem.gov/niem/specification/naming-and-design-rules/3.0/niem-ndr-3.0.html#rule_10-62","[""REF"",""EXT""]","Constraint","text","Within the schema, the name of an element declaration that is of simple content MUST use an appropriate representation term as found in Table 10-2, Representation terms.",,"NDR-3_0-rule_10-62"
"NDR-3.0","NDR-3_0","NDR","section_10.8.7","Section 10.8.7. Representation terms","https://reference.niem.gov/niem/specification/naming-and-design-rules/3.0/niem-ndr-3.0.html#section_10.8.7","10-63","Name has representation term when appropriate","","rule_10-63","NDR-3.0-rule_10-63","https://reference.niem.gov/niem/specification/naming-and-design-rules/3.0/niem-ndr-3.0.html#rule_10-63","[""REF"",""EXT""]","Constraint","text","Within the schema, the name of an element declaration that is of complex content, and that corresponds to a concept listed in Table 10-2, Representation terms, MUST use a representation term from that table.",,"NDR-3_0-rule_10-63"
"NDR-3.0","NDR-3_0","NDR","section_10.8.7","Section 10.8.7. Representation terms","https://reference.niem.gov/niem/specification/naming-and-design-rules/3.0/niem-ndr-3.0.html#section_10.8.7","10-64","Name has representation term only when appropriate","","rule_10-64","NDR-3.0-rule_10-64","https://reference.niem.gov/niem/specification/naming-and-design-rules/3.0/niem-ndr-3.0.html#rule_10-64","[""REF"",""EXT""]","Constraint","text","Within the schema, the name of an element declaration that is of complex content and that does not correspond to a concept listed in Table 10-2, Representation terms MUST NOT use a representation term.",,"NDR-3_0-rule_10-64"
"NDR-3.0","NDR-3_0","NDR","section_10.9","Section 10.9. Machine-readable annotations","https://reference.niem.gov/niem/specification/naming-and-design-rules/3.0/niem-ndr-3.0.html#section_10.9","10-65","Machine-readable annotations are valid","","rule_10-65","NDR-3.0-rule_10-65","https://reference.niem.gov/niem/specification/naming-and-design-rules/3.0/niem-ndr-3.0.html#rule_10-65","[""REF"",""EXT""]","Constraint","text","Every element information item or attribute information item that appears as a machine-readable annotation in a schema MUST be a valid instance, according to its specification.",,"NDR-3_0-rule_10-65"
"NDR-3.0","NDR-3_0","NDR","section_10.9.1.1","Section 10.9.1.1. Deprecation","https://reference.niem.gov/niem/specification/naming-and-design-rules/3.0/niem-ndr-3.0.html#section_10.9.1.1","10-66","Component marked as deprecated is deprecated component","","rule_10-66","NDR-3.0-rule_10-66","https://reference.niem.gov/niem/specification/naming-and-design-rules/3.0/niem-ndr-3.0.html#rule_10-66","[""REF"",""EXT""]","Interpretation","text","A schema component that has an attribute appinfo:deprecated with a value of true MUST be a deprecated component.",,"NDR-3_0-rule_10-66"
"NDR-3.0","NDR-3_0","NDR","section_10.9.1.1","Section 10.9.1.1. Deprecation","https://reference.niem.gov/niem/specification/naming-and-design-rules/3.0/niem-ndr-3.0.html#section_10.9.1.1","10-67","Deprecated annotates schema component","rule-use-of-deprecated","rule_10-67","NDR-3.0-rule_10-67","https://reference.niem.gov/niem/specification/naming-and-design-rules/3.0/niem-ndr-3.0.html#rule_10-67","[""REF"",""EXT""]","Constraint","schematron","The attribute appinfo:deprecated MUST be owned by an element with a namespace name xs.",,"NDR-3_0-rule_10-67"
"NDR-3.0","NDR-3_0","NDR","section_10.9.1","Section 10.9.1. The NIEM appinfo namespace","https://reference.niem.gov/niem/specification/naming-and-design-rules/3.0/niem-ndr-3.0.html#section_10.9.1","10-68","External import indicator annotates import","rule-owner-of-appinfo-conformantindicator","rule_10-68","NDR-3.0-rule_10-68","https://reference.niem.gov/niem/specification/naming-and-design-rules/3.0/niem-ndr-3.0.html#rule_10-68","[""REF"",""EXT""]","Constraint","schematron","The attribute {http://release.niem.gov/niem/appinfo/3.0/}externalImportIndicator MUST be owned by an element xs:import.",,"NDR-3_0-rule_10-68"
"NDR-3.0","NDR-3_0","NDR","section_10.9.1","Section 10.9.1. The NIEM appinfo namespace","https://reference.niem.gov/niem/specification/naming-and-design-rules/3.0/niem-ndr-3.0.html#section_10.9.1","10-69","External adapter type indicator annotates complex type","rule-owner-of-appinfo-externaladaptertypeindicator","rule_10-69","NDR-3.0-rule_10-69","https://reference.niem.gov/niem/specification/naming-and-design-rules/3.0/niem-ndr-3.0.html#rule_10-69","[""REF""]","Constraint","schematron","The attribute appinfo:externalAdapterTypeIndicator MUST be owned by an element xs:complexType.",,"NDR-3_0-rule_10-69"
"NDR-3.0","NDR-3_0","NDR","section_10.9.1.2","Section 10.9.1.2. appinfo:appliesToTypes annotation","https://reference.niem.gov/niem/specification/naming-and-design-rules/3.0/niem-ndr-3.0.html#section_10.9.1.2","10-70","appinfo:appliesToTypes annotates metadata element","rule-owner-of-appinfo-appliestotypes","rule_10-70","NDR-3.0-rule_10-70","https://reference.niem.gov/niem/specification/naming-and-design-rules/3.0/niem-ndr-3.0.html#rule_10-70","[""REF"",""EXT""]","Constraint","schematron","The attribute appinfo:appliesToTypes MUST be owned by a metadata element.",,"NDR-3_0-rule_10-70"
"NDR-3.0","NDR-3_0","NDR","section_10.9.1.2","Section 10.9.1.2. appinfo:appliesToTypes annotation","https://reference.niem.gov/niem/specification/naming-and-design-rules/3.0/niem-ndr-3.0.html#section_10.9.1.2","10-71","appinfo:appliesToTypes references types","","rule_10-71","NDR-3.0-rule_10-71","https://reference.niem.gov/niem/specification/naming-and-design-rules/3.0/niem-ndr-3.0.html#rule_10-71","[""SET""]","Constraint","schematron","Every item in @appinfo:appliesToTypes MUST resolve to a type.",,"NDR-3_0-rule_10-71"
"NDR-3.0","NDR-3_0","NDR","section_10.9.1.3","Section 10.9.1.3. appinfo:appliesToElements annotation","https://reference.niem.gov/niem/specification/naming-and-design-rules/3.0/niem-ndr-3.0.html#section_10.9.1.3","10-72","appinfo:appliesToElements annotates metadata element","rule-owner-of-appinfo-appliestoelements","rule_10-72","NDR-3.0-rule_10-72","https://reference.niem.gov/niem/specification/naming-and-design-rules/3.0/niem-ndr-3.0.html#rule_10-72","[""REF"",""EXT""]","Constraint","schematron","The attribute appinfo:appliesToElements MUST be owned by a metadata element.",,"NDR-3_0-rule_10-72"
"NDR-3.0","NDR-3_0","NDR","section_10.9.1.3","Section 10.9.1.3. appinfo:appliesToElements annotation","https://reference.niem.gov/niem/specification/naming-and-design-rules/3.0/niem-ndr-3.0.html#section_10.9.1.3","10-73","appinfo:appliesToElements references elements","","rule_10-73","NDR-3.0-rule_10-73","https://reference.niem.gov/niem/specification/naming-and-design-rules/3.0/niem-ndr-3.0.html#rule_10-73","[""SET""]","Constraint","schematron","Every item in @appinfo:appliesToElements MUST resolve to an element.",,"NDR-3_0-rule_10-73"
"NDR-3.0","NDR-3_0","NDR","section_10.9.2","Section 10.9.2. The NIEM local terminology namespace","https://reference.niem.gov/niem/specification/naming-and-design-rules/3.0/niem-ndr-3.0.html#section_10.9.2","10-74","term:LocalTerm annotates schema","","rule_10-74","NDR-3.0-rule_10-74","https://reference.niem.gov/niem/specification/naming-and-design-rules/3.0/niem-ndr-3.0.html#rule_10-74","[""REF"",""EXT""]","Constraint","schematron","The element term:LocalTerm MUST be application information an an element xs:schema.",,"NDR-3_0-rule_10-74"
"NDR-3.0","NDR-3_0","NDR","section_10.9.2","Section 10.9.2. The NIEM local terminology namespace","https://reference.niem.gov/niem/specification/naming-and-design-rules/3.0/niem-ndr-3.0.html#section_10.9.2","10-75","term:LocalTerm has literal or definition","","rule_10-75","NDR-3.0-rule_10-75","https://reference.niem.gov/niem/specification/naming-and-design-rules/3.0/niem-ndr-3.0.html#rule_10-75","[""REF"",""EXT""]","Constraint","schematron","The element {http://release.niem.gov/niem/localTerminology/3.0/}LocalTerm MUST have a literal or definition.",,"NDR-3_0-rule_10-75"
"NDR-3.0","NDR-3_0","NDR","section_10.10","Section 10.10. NIEM structural facilities","https://reference.niem.gov/niem/specification/naming-and-design-rules/3.0/niem-ndr-3.0.html#section_10.10","10-76","Use structures as specified","","rule_10-76","NDR-3.0-rule_10-76","https://reference.niem.gov/niem/specification/naming-and-design-rules/3.0/niem-ndr-3.0.html#rule_10-76","[""REF"",""EXT"",""INS""]","Constraint","text","The schema or instance MUST use content within the NIEM structures namespace as specified in this document and ONLY as specified by this document.",,"NDR-3_0-rule_10-76"
"NDR-3.0","NDR-3_0","NDR","section_11.1","Section 11.1. Type definition components","https://reference.niem.gov/niem/specification/naming-and-design-rules/3.0/niem-ndr-3.0.html#section_11.1","11-1","Name of type ends in Type","","rule_11-1","NDR-3.0-rule_11-1","https://reference.niem.gov/niem/specification/naming-and-design-rules/3.0/niem-ndr-3.0.html#rule_11-1","[""REF"",""EXT""]","Constraint","schematron","The name of a proxy type does not end in ""Type"".  A type definition schema component that does not define a proxy type MUST have a name that ends in ""Type"".",,"NDR-3_0-rule_11-1"
"NDR-3.0","NDR-3_0","NDR","section_11.1","Section 11.1. Type definition components","https://reference.niem.gov/niem/specification/naming-and-design-rules/3.0/niem-ndr-3.0.html#section_11.1","11-2","Name of type other than proxy type is in upper camel case","","rule_11-2","NDR-3.0-rule_11-2","https://reference.niem.gov/niem/specification/naming-and-design-rules/3.0/niem-ndr-3.0.html#rule_11-2","[""REF"",""EXT""]","Constraint","schematron","The name of a proxy type is not upper camel case.  A type definition schema component that does not define a proxy type MUST be in upper camel case.",,"NDR-3_0-rule_11-2"
"NDR-3.0","NDR-3_0","NDR","section_11.1.1","Section 11.1.1. Type definition hierarchy","https://reference.niem.gov/niem/specification/naming-and-design-rules/3.0/niem-ndr-3.0.html#section_11.1.1","11-3","Base type definition defined by conformant schema","","rule_11-3","NDR-3.0-rule_11-3","https://reference.niem.gov/niem/specification/naming-and-design-rules/3.0/niem-ndr-3.0.html#rule_11-3","[""REF"",""EXT""]","Constraint","schematron","The {base type definition} of a type definition MUST have the target namespace or the XML Schema namespace or a namespace that is imported as conformant.",,"NDR-3_0-rule_11-3"
"NDR-3.0","NDR-3_0","NDR","section_11.1.2","Section 11.1.2. Simple type definition","https://reference.niem.gov/niem/specification/naming-and-design-rules/3.0/niem-ndr-3.0.html#section_11.1.2","11-4","Name of simple type ends in SimpleType","","rule_11-4","NDR-3.0-rule_11-4","https://reference.niem.gov/niem/specification/naming-and-design-rules/3.0/niem-ndr-3.0.html#rule_11-4","[""REF"",""EXT""]","Constraint","schematron","A simple type definition schema component MUST have a name that ends in ""SimpleType"".",,"NDR-3_0-rule_11-4"
"NDR-3.0","NDR-3_0","NDR","section_11.1.2","Section 11.1.2. Simple type definition","https://reference.niem.gov/niem/specification/naming-and-design-rules/3.0/niem-ndr-3.0.html#section_11.1.2","11-5","Name of simple type is upper camel case","","rule_11-5","NDR-3.0-rule_11-5","https://reference.niem.gov/niem/specification/naming-and-design-rules/3.0/niem-ndr-3.0.html#rule_11-5","[""REF"",""EXT""]","Constraint","schematron","The name of a simple type definition schema component MUST be upper camel case.",,"NDR-3_0-rule_11-5"
"NDR-3.0","NDR-3_0","NDR","section_11.1.2.1","Section 11.1.2.1. Derivation by list","https://reference.niem.gov/niem/specification/naming-and-design-rules/3.0/niem-ndr-3.0.html#section_11.1.2.1","11-6","Use lists only when data is uniform","","rule_11-6","NDR-3.0-rule_11-6","https://reference.niem.gov/niem/specification/naming-and-design-rules/3.0/niem-ndr-3.0.html#rule_11-6","[""REF"",""EXT""]","Constraint","text","Within the schema, a simple type definition that uses xs:list SHOULD NOT be defined if any member of the list requires a property or metadata that is different than other members of the list. All members of the list SHOULD have the same metadata, and should be related via the same properties.",,"NDR-3_0-rule_11-6"
"NDR-3.0","NDR-3_0","NDR","section_11.1.2.1","Section 11.1.2.1. Derivation by list","https://reference.niem.gov/niem/specification/naming-and-design-rules/3.0/niem-ndr-3.0.html#section_11.1.2.1","11-7","List item type defined by conformant schemas","","rule_11-7","NDR-3.0-rule_11-7","https://reference.niem.gov/niem/specification/naming-and-design-rules/3.0/niem-ndr-3.0.html#rule_11-7","[""REF"",""EXT""]","Constraint","schematron","The item type of a list simple type definition MUST have a target namespace equal to the target namespace of the XML Schema document within which it is defined, or a namespace that is imported as conformant by the schema document within which it is defined.",,"NDR-3_0-rule_11-7"
"NDR-3.0","NDR-3_0","NDR","section_11.1.2.2","Section 11.1.2.2. Derivation by union","https://reference.niem.gov/niem/specification/naming-and-design-rules/3.0/niem-ndr-3.0.html#section_11.1.2.2","11-8","Union member types defined by conformant schemas","","rule_11-8","NDR-3.0-rule_11-8","https://reference.niem.gov/niem/specification/naming-and-design-rules/3.0/niem-ndr-3.0.html#rule_11-8","[""REF"",""EXT""]","Constraint","schematron","Every member type of a union simple type definition MUST have a target namespace that is equal to either the target namespace of the XML Schema document within which it is defined or a namespace that is imported as conformant by the schema document within which it is defined.",,"NDR-3_0-rule_11-8"
"NDR-3.0","NDR-3_0","NDR","section_11.1.2.3","Section 11.1.2.3. Code simple types","https://reference.niem.gov/niem/specification/naming-and-design-rules/3.0/niem-ndr-3.0.html#section_11.1.2.3","11-9","Name of a code simple type has standard suffix","","rule_11-9","NDR-3.0-rule_11-9","https://reference.niem.gov/niem/specification/naming-and-design-rules/3.0/niem-ndr-3.0.html#rule_11-9","[""REF"",""EXT""]","Constraint","schematron","A simple type definition schema component that has an enumeration facet or that is derived from a code type MUST have a name that ends in ""CodeSimpleType"".",,"NDR-3_0-rule_11-9"
"NDR-3.0","NDR-3_0","NDR","section_11.1.2.3","Section 11.1.2.3. Code simple types","https://reference.niem.gov/niem/specification/naming-and-design-rules/3.0/niem-ndr-3.0.html#section_11.1.2.3","11-10","Code simple type has enumerations","","rule_11-10","NDR-3.0-rule_11-10","https://reference.niem.gov/niem/specification/naming-and-design-rules/3.0/niem-ndr-3.0.html#rule_11-10","[""REF"",""EXT""]","Constraint","schematron","A code simple type MUST be derived from a code simple type or have an enumeration facet.",,"NDR-3_0-rule_11-10"
"NDR-3.0","NDR-3_0","NDR","section_11.1.3","Section 11.1.3. Complex type definition","https://reference.niem.gov/niem/specification/naming-and-design-rules/3.0/niem-ndr-3.0.html#section_11.1.3","11-11","Complex type with simple content has structures:SimpleObjectAttributeGroup","rule-ct-sc-has-soag","rule_11-11","NDR-3.0-rule_11-11","https://reference.niem.gov/niem/specification/naming-and-design-rules/3.0/niem-ndr-3.0.html#rule_11-11","[""REF"",""EXT""]","Constraint","schematron","A complex type definition with simple content schema component with a derivation method of extension that has a base type definition that is a simple type MUST incorporate the attribute group {http://release.niem.gov/niem/structures/3.0/}SimpleObjectAttributeGroup.   A data type for a kind of passport.",,"NDR-3_0-rule_11-11"
"NDR-3.0","NDR-3_0","NDR","section_11.2.1","Section 11.2.1. Element declaration","https://reference.niem.gov/niem/specification/naming-and-design-rules/3.0/niem-ndr-3.0.html#section_11.2.1","11-12","Element name is upper camel case","rule-el-upper-camel-case","rule_11-12","NDR-3.0-rule_11-12","https://reference.niem.gov/niem/specification/naming-and-design-rules/3.0/niem-ndr-3.0.html#rule_11-12","[""REF"",""EXT""]","Constraint","schematron","The name of an element declaration MUST be upper camel case.",,"NDR-3_0-rule_11-12"
"NDR-3.0","NDR-3_0","NDR","section_11.2.1","Section 11.2.1. Element declaration","https://reference.niem.gov/niem/specification/naming-and-design-rules/3.0/niem-ndr-3.0.html#section_11.2.1","11-13","Element type does not have a simple type name","","rule_11-13","NDR-3.0-rule_11-13","https://reference.niem.gov/niem/specification/naming-and-design-rules/3.0/niem-ndr-3.0.html#rule_11-13","[""REF"",""EXT""]","Constraint","schematron","The {type definition} of an element declaration MUST NOT have a {name} that ends in 'SimpleType'.",,"NDR-3_0-rule_11-13"
"NDR-3.0","NDR-3_0","NDR","section_11.2.1","Section 11.2.1. Element declaration","https://reference.niem.gov/niem/specification/naming-and-design-rules/3.0/niem-ndr-3.0.html#section_11.2.1","11-14","Element type is from conformant namespace","","rule_11-14","NDR-3.0-rule_11-14","https://reference.niem.gov/niem/specification/naming-and-design-rules/3.0/niem-ndr-3.0.html#rule_11-14","[""REF"",""EXT""]","Constraint","schematron","The {type definition} of an element declaration MUST have a {target namespace} that is the target namespace, or one that is imported as conformant.",,"NDR-3_0-rule_11-14"
"NDR-3.0","NDR-3_0","NDR","section_11.2.1","Section 11.2.1. Element declaration","https://reference.niem.gov/niem/specification/naming-and-design-rules/3.0/niem-ndr-3.0.html#section_11.2.1","11-15","Name of element that ends in Abstract is abstract","","rule_11-15","NDR-3.0-rule_11-15","https://reference.niem.gov/niem/specification/naming-and-design-rules/3.0/niem-ndr-3.0.html#rule_11-15","[""REF"",""EXT""]","Constraint","schematron","An element declaration with a name that ends in 'Abstract' MUST have the {abstract} property with a value of ""true"".",,"NDR-3_0-rule_11-15"
"NDR-3.0","NDR-3_0","NDR","section_11.2.1.1","Section 11.2.1.1. Object element declarations","https://reference.niem.gov/niem/specification/naming-and-design-rules/3.0/niem-ndr-3.0.html#section_11.2.1.1","11-16","Name of element declaration with simple content has representation term","rule-ref-el-csc-uses-rep-term","rule_11-16","NDR-3.0-rule_11-16","https://reference.niem.gov/niem/specification/naming-and-design-rules/3.0/niem-ndr-3.0.html#rule_11-16","[""REF"",""EXT""]","Constraint","schematron","The name of an element declaration that is of simple content MUST use a representation term.",,"NDR-3_0-rule_11-16"
"NDR-3.0","NDR-3_0","NDR","section_11.2.1.1","Section 11.2.1.1. Object element declarations","https://reference.niem.gov/niem/specification/naming-and-design-rules/3.0/niem-ndr-3.0.html#section_11.2.1.1","11-17","Name of element declaration with simple content has representation term","rule-set-el-csc-uses-rep-term","rule_11-17","NDR-3.0-rule_11-17","https://reference.niem.gov/niem/specification/naming-and-design-rules/3.0/niem-ndr-3.0.html#rule_11-17","[""SET""]","Constraint","schematron","the name of an element declaration that is of simple content MUST use a representation term.",,"NDR-3_0-rule_11-17"
"NDR-3.0","NDR-3_0","NDR","section_11.2.2","Section 11.2.2. Element substitution group","https://reference.niem.gov/niem/specification/naming-and-design-rules/3.0/niem-ndr-3.0.html#section_11.2.2","11-18","Element substitution group defined by conformant schema","","rule_11-18","NDR-3.0-rule_11-18","https://reference.niem.gov/niem/specification/naming-and-design-rules/3.0/niem-ndr-3.0.html#rule_11-18","[""REF"",""EXT""]","Constraint","schematron","An element substitution group MUST have either the target namespace or a namespace that is imported as conformant.",,"NDR-3_0-rule_11-18"
"NDR-3.0","NDR-3_0","NDR","section_11.2.3","Section 11.2.3. Attribute declaration","https://reference.niem.gov/niem/specification/naming-and-design-rules/3.0/niem-ndr-3.0.html#section_11.2.3","11-19","Attribute type defined by conformant schema","","rule_11-19","NDR-3.0-rule_11-19","https://reference.niem.gov/niem/specification/naming-and-design-rules/3.0/niem-ndr-3.0.html#rule_11-19","[""REF"",""EXT""]","Constraint","schematron","The type of an attribute declaration MUST have the target namespace or the XML Schema namespace or a namespace that is imported as conformant.",,"NDR-3_0-rule_11-19"
"NDR-3.0","NDR-3_0","NDR","section_11.2.3","Section 11.2.3. Attribute declaration","https://reference.niem.gov/niem/specification/naming-and-design-rules/3.0/niem-ndr-3.0.html#section_11.2.3","11-20","Attribute name uses representation term","","rule_11-20","NDR-3.0-rule_11-20","https://reference.niem.gov/niem/specification/naming-and-design-rules/3.0/niem-ndr-3.0.html#rule_11-20","[""REF"",""EXT""]","Constraint","schematron","An attribute name MUST end with a representation term.",,"NDR-3_0-rule_11-20"
"NDR-3.0","NDR-3_0","NDR","section_11.3.2.1","Section 11.3.2.1. Element use","https://reference.niem.gov/niem/specification/naming-and-design-rules/3.0/niem-ndr-3.0.html#section_11.3.2.1","11-21","Element or attribute declaration introduced only once into a type","rule-decl-introduced-once","rule_11-21","NDR-3.0-rule_11-21","https://reference.niem.gov/niem/specification/naming-and-design-rules/3.0/niem-ndr-3.0.html#rule_11-21","[""REF"",""EXT""]","Constraint","text","Within the schema, an element declaration or attribute decaration MUST NOT be introduced more than once into a type definition. This applies to content acquired by a type by any means, including from a base type definition, via element substitution groups, or through the use of attribute groups.",,"NDR-3_0-rule_11-21"
"NDR-3.0","NDR-3_0","NDR","section_11.3.2.1","Section 11.3.2.1. Element use","https://reference.niem.gov/niem/specification/naming-and-design-rules/3.0/niem-ndr-3.0.html#section_11.3.2.1","11-22","Element reference defined by conformant schema","","rule_11-22","NDR-3.0-rule_11-22","https://reference.niem.gov/niem/specification/naming-and-design-rules/3.0/niem-ndr-3.0.html#rule_11-22","[""REF"",""EXT""]","Constraint","schematron","An element reference MUST be to a component that has a namespace that is either the target namespace of the schema document in which it appears, or which is imported as conformant by that schema document.",,"NDR-3_0-rule_11-22"
"NDR-3.0","NDR-3_0","NDR","section_11.3.3","Section 11.3.3. Attribute use","https://reference.niem.gov/niem/specification/naming-and-design-rules/3.0/niem-ndr-3.0.html#section_11.3.3","11-23","Referenced attribute defined by conformant schemas","","rule_11-23","NDR-3.0-rule_11-23","https://reference.niem.gov/niem/specification/naming-and-design-rules/3.0/niem-ndr-3.0.html#rule_11-23","[""REF"",""EXT""]","Constraint","schematron","An attribute {}ref MUST have the target namespace or a namespace that is imported as conformant.",,"NDR-3_0-rule_11-23"
"NDR-3.0","NDR-3_0","NDR","section_11.3.3.1","Section 11.3.3.1. Attribute group use","https://reference.niem.gov/niem/specification/naming-and-design-rules/3.0/niem-ndr-3.0.html#section_11.3.3.1","11-24","Schema uses only known attribute groups","rule-known-att-grp-refs","rule_11-24","NDR-3.0-rule_11-24","https://reference.niem.gov/niem/specification/naming-and-design-rules/3.0/niem-ndr-3.0.html#rule_11-24","[""REF"",""EXT""]","Constraint","schematron","An attribute group reference MUST be structures:SimpleObjectAttributeGroup or have the IC-ISM or IC-NTK namespace.",,"NDR-3_0-rule_11-24"
"NDR-3.0","NDR-3_0","NDR","section_11.6.1","Section 11.6.1. Human-readable documentation","https://reference.niem.gov/niem/specification/naming-and-design-rules/3.0/niem-ndr-3.0.html#section_11.6.1","11-25","Data definition does not introduce ambiguity","","rule_11-25","NDR-3.0-rule_11-25","https://reference.niem.gov/niem/specification/naming-and-design-rules/3.0/niem-ndr-3.0.html#rule_11-25","[""REF"",""EXT""]","Constraint","text","Words or synonyms for the words within a data definition MUST NOT be reused as terms in the corresponding component name if those words dilute the semantics and understanding of, or impart ambiguity to, the entity or concept that the component represents.",,"NDR-3_0-rule_11-25"
"NDR-3.0","NDR-3_0","NDR","section_11.6.1","Section 11.6.1. Human-readable documentation","https://reference.niem.gov/niem/specification/naming-and-design-rules/3.0/niem-ndr-3.0.html#section_11.6.1","11-26","Object class has only one meaning","","rule_11-26","NDR-3.0-rule_11-26","https://reference.niem.gov/niem/specification/naming-and-design-rules/3.0/niem-ndr-3.0.html#rule_11-26","[""REF"",""EXT""]","Constraint","text","An object class MUST have one and only one associated semantic meaning (i.e., a single word sense) as described in the definition of the component that represents that object class.",,"NDR-3_0-rule_11-26"
"NDR-3.0","NDR-3_0","NDR","section_11.6.1","Section 11.6.1. Human-readable documentation","https://reference.niem.gov/niem/specification/naming-and-design-rules/3.0/niem-ndr-3.0.html#section_11.6.1","11-27","Data definition of a part does not redefine the whole","","rule_11-27","NDR-3.0-rule_11-27","https://reference.niem.gov/niem/specification/naming-and-design-rules/3.0/niem-ndr-3.0.html#rule_11-27","[""REF"",""EXT""]","Constraint","text","An object class MUST NOT be redefined within the definitions of the components that represent properties or subparts of that entity or class.",,"NDR-3_0-rule_11-27"
"NDR-3.0","NDR-3_0","NDR","section_11.6.1","Section 11.6.1. Human-readable documentation","https://reference.niem.gov/niem/specification/naming-and-design-rules/3.0/niem-ndr-3.0.html#section_11.6.1","11-28","Do not leak representation into data definition","","rule_11-28","NDR-3.0-rule_11-28","https://reference.niem.gov/niem/specification/naming-and-design-rules/3.0/niem-ndr-3.0.html#rule_11-28","[""REF"",""EXT""]","Constraint","text","A data definition MUST NOT contain explicit representational or data typing information such as number of characters, classes of characters, range of mathematical values, etc., unless the very nature of the component can be described only by such information.",,"NDR-3_0-rule_11-28"
"NDR-3.0","NDR-3_0","NDR","section_11.6.1","Section 11.6.1. Human-readable documentation","https://reference.niem.gov/niem/specification/naming-and-design-rules/3.0/niem-ndr-3.0.html#section_11.6.1","11-29","Data definition follows 11179-4 requirements","","rule_11-29","NDR-3.0-rule_11-29","https://reference.niem.gov/niem/specification/naming-and-design-rules/3.0/niem-ndr-3.0.html#rule_11-29","[""REF"",""EXT""]","Constraint","text","Each data definition MUST conform to the requirements for data definitions provided by [ISO 11179-4] Section 5.2, Requirements.",,"NDR-3_0-rule_11-29"
